Name,Code,StartDate,EndDate,PolicyType,PolicyContent,PolicyValue,Flag
Cambodia,KHM,20200317,20200531,C4,Restrictions on gatherings,4,1
Cambodia,KHM,20200318,,C2,Workplace closing,2,1
Cambodia,KHM,20200318,20200531,C3,Cancel public events,2,1
Cambodia,KHM,20200326,,H1,Public information campaigns,2,1
Cambodia,KHM,20200408,,C8,International travel controls,2,
Cambodia,KHM,20200408,,E2,Debt/contract relief,1,
Cambodia,KHM,20200409,20200416,C7,Restrictions on internal movement,2,1
Cambodia,KHM,20200417,,C7,Restrictions on internal movement,0,
Cambodia,KHM,20200601,,C3,Cancel public events,0,
Cambodia,KHM,20200601,,C4,Restrictions on gatherings,2,1
South Korea,KOR,20200121,20200206,H2,Testing policy,1,
South Korea,KOR,20200129,20200210,H3,Contact tracing,1,
South Korea,KOR,20200131,20200220,C3,Cancel public events,1,0
South Korea,KOR,20200201,,H1,Public information campaigns,2,1
South Korea,KOR,20200203,20200205,C1,School closing,2,0
South Korea,KOR,20200204,20200311,C8,International travel controls,3,
South Korea,KOR,20200206,20200223,C1,School closing,3,0
South Korea,KOR,20200207,,H2,Testing policy,3,
South Korea,KOR,20200211,,H3,Contact tracing,2,
South Korea,KOR,20200221,20200419,C3,Cancel public events,2,1
South Korea,KOR,20200221,20200321,C4,Restrictions on gatherings,2,1
South Korea,KOR,20200223,20200320,C6,Stay at home requirements,1,0
South Korea,KOR,20200223,20200320,C7,Restrictions on internal movement,1,0
South Korea,KOR,20200224,20200519,C1,School closing,3,1
South Korea,KOR,20200224,20200321,C2,Workplace closing,1,1
South Korea,KOR,20200312,20200319,C8,International travel controls,2,
South Korea,KOR,20200320,,C8,International travel controls,3,
South Korea,KOR,20200321,20200417,C6,Stay at home requirements,2,1
South Korea,KOR,20200321,20200417,C7,Restrictions on internal movement,2,1
South Korea,KOR,20200322,20200405,C2,Workplace closing,2,1
South Korea,KOR,20200322,20200403,C4,Restrictions on gatherings,3,1
South Korea,KOR,20200330,,E1,Income support,1,1
South Korea,KOR,20200404,20200419,C4,Restrictions on gatherings,4,1
South Korea,KOR,20200406,20200419,C2,Workplace closing,3,1
South Korea,KOR,20200418,20200419,C6,Stay at home requirements,1,1
South Korea,KOR,20200418,20200419,C7,Restrictions on internal movement,1,1
South Korea,KOR,20200420,20200528,C2,Workplace closing,2,1
South Korea,KOR,20200420,20200528,C3,Cancel public events,1,1
South Korea,KOR,20200420,20200528,C4,Restrictions on gatherings,0,
South Korea,KOR,20200420,20200528,C6,Stay at home requirements,0,
South Korea,KOR,20200420,20200528,C7,Restrictions on internal movement,0,
South Korea,KOR,20200520,20200528,C1,School closing,2,1
South Korea,KOR,20200529,,C1,School closing,3,0
South Korea,KOR,20200529,,C2,Workplace closing,2,0
South Korea,KOR,20200529,,C3,Cancel public events,2,0
South Korea,KOR,20200529,,C4,Restrictions on gatherings,4,0
South Korea,KOR,20200529,,C6,Stay at home requirements,1,0
South Korea,KOR,20200529,,C7,Restrictions on internal movement,1,0
Kuwait,KWT,20200123,20200217,H1,Public information campaigns,1,1
Kuwait,KWT,20200218,,H1,Public information campaigns,2,1
Kuwait,KWT,20200221,20200229,C8,International travel controls,1,
Kuwait,KWT,20200301,,C1,School closing,3,1
Kuwait,KWT,20200301,20200306,C8,International travel controls,2,
Kuwait,KWT,20200307,20200309,C3,Cancel public events,1,1
Kuwait,KWT,20200307,20200312,C8,International travel controls,3,
Kuwait,KWT,20200307,,H3,Contact tracing,2,
Kuwait,KWT,20200310,20200530,C3,Cancel public events,2,1
Kuwait,KWT,20200311,20200405,C2,Workplace closing,2,1
Kuwait,KWT,20200311,,C4,Restrictions on gatherings,4,1
Kuwait,KWT,20200311,,H2,Testing policy,2,
Kuwait,KWT,20200312,20200530,C5,Close public transport,2,1
Kuwait,KWT,20200313,,C8,International travel controls,4,
Kuwait,KWT,20200322,20200405,C6,Stay at home requirements,2,1
Kuwait,KWT,20200401,,E1,Income support,1,0
Kuwait,KWT,20200406,20200509,C2,Workplace closing,3,0
Kuwait,KWT,20200406,20200420,C6,Stay at home requirements,3,0
Kuwait,KWT,20200406,20200420,C7,Restrictions on internal movement,2,0
Kuwait,KWT,20200421,20200509,C6,Stay at home requirements,2,1
Kuwait,KWT,20200421,20200509,C7,Restrictions on internal movement,1,1
Kuwait,KWT,20200507,,E2,Debt/contract relief,1,
Kuwait,KWT,20200510,20200530,C2,Workplace closing,3,1
Kuwait,KWT,20200510,20200530,C6,Stay at home requirements,3,1
Kuwait,KWT,20200510,20200530,C7,Restrictions on internal movement,2,1
Kuwait,KWT,20200531,,C2,Workplace closing,2,0
Kuwait,KWT,20200531,,C3,Cancel public events,2,0
Kuwait,KWT,20200531,,C5,Close public transport,2,0
Kuwait,KWT,20200531,,C6,Stay at home requirements,3,0
Kuwait,KWT,20200531,,C7,Restrictions on internal movement,2,0
Laos,LAO,20200311,20200329,C2,Workplace closing,1,1
Laos,LAO,20200311,20200329,C3,Cancel public events,1,1
Laos,LAO,20200315,20200325,C8,International travel controls,2,
Laos,LAO,20200317,20200318,C1,School closing,2,1
Laos,LAO,20200317,,H2,Testing policy,1,
Laos,LAO,20200319,20200517,C1,School closing,3,1
Laos,LAO,20200326,20200329,C8,International travel controls,3,
Laos,LAO,20200330,20200503,C2,Workplace closing,3,1
Laos,LAO,20200330,,C3,Cancel public events,2,1
Laos,LAO,20200330,20200517,C4,Restrictions on gatherings,4,1
Laos,LAO,20200330,20200503,C5,Close public transport,2,1
Laos,LAO,20200330,20200503,C6,Stay at home requirements,2,1
Laos,LAO,20200330,20200503,C7,Restrictions on internal movement,2,1
Laos,LAO,20200330,20200531,C8,International travel controls,4,
Laos,LAO,20200330,,H1,Public information campaigns,2,1
Laos,LAO,20200406,,H3,Contact tracing,2,
Laos,LAO,20200501,,E1,Income support,1,0
Laos,LAO,20200504,20200531,C2,Workplace closing,2,1
Laos,LAO,20200504,20200517,C5,Close public transport,2,0
Laos,LAO,20200504,,C6,Stay at home requirements,0,
Laos,LAO,20200504,20200511,C7,Restrictions on internal movement,1,1
Laos,LAO,20200512,20200517,C7,Restrictions on internal movement,2,1
Laos,LAO,20200518,20200531,C1,School closing,2,0
Laos,LAO,20200518,20200531,C4,Restrictions on gatherings,3,1
Laos,LAO,20200518,,C5,Close public transport,0,
Laos,LAO,20200518,,C7,Restrictions on internal movement,0,
Laos,LAO,20200601,,C1,School closing,2,1
Laos,LAO,20200601,,C2,Workplace closing,0,
Laos,LAO,20200601,,C4,Restrictions on gatherings,2,1
Laos,LAO,20200601,,C8,International travel controls,3,
Lebanon,LBN,20200207,20200528,H2,Testing policy,1,
Lebanon,LBN,20200208,20200227,C8,International travel controls,1,
Lebanon,LBN,20200221,20200305,H1,Public information campaigns,1,1
Lebanon,LBN,20200221,,H3,Contact tracing,1,
Lebanon,LBN,20200228,20200315,C8,International travel controls,3,
Lebanon,LBN,20200229,20200528,C1,School closing,3,1
Lebanon,LBN,20200306,20200317,C2,Workplace closing,2,1
Lebanon,LBN,20200306,,H1,Public information campaigns,2,1
Lebanon,LBN,20200316,20200317,C3,Cancel public events,1,0
Lebanon,LBN,20200316,20200317,C6,Stay at home requirements,1,1
Lebanon,LBN,20200316,,C7,Restrictions on internal movement,1,1
Lebanon,LBN,20200316,,C8,International travel controls,4,
Lebanon,LBN,20200318,20200426,C2,Workplace closing,3,1
Lebanon,LBN,20200318,,C3,Cancel public events,2,1
Lebanon,LBN,20200318,,C4,Restrictions on gatherings,4,1
Lebanon,LBN,20200318,,C5,Close public transport,1,1
Lebanon,LBN,20200318,20200502,C6,Stay at home requirements,2,1
Lebanon,LBN,20200408,,E2,Debt/contract relief,1,
Lebanon,LBN,20200427,20200512,C2,Workplace closing,2,1
Lebanon,LBN,20200503,20200512,C6,Stay at home requirements,1,1
Lebanon,LBN,20200513,20200517,C2,Workplace closing,3,1
Lebanon,LBN,20200513,20200517,C6,Stay at home requirements,2,1
Lebanon,LBN,20200518,,C2,Workplace closing,2,1
Lebanon,LBN,20200518,,C6,Stay at home requirements,1,1
Lebanon,LBN,20200529,,C1,School closing,2,1
Lebanon,LBN,20200529,,H2,Testing policy,2,
Liberia,LBR,20200129,20200323,H1,Public information campaigns,1,1
Liberia,LBR,20200310,20200315,C8,International travel controls,2,
Liberia,LBR,20200316,20200603,C8,International travel controls,3,
Liberia,LBR,20200316,,H2,Testing policy,1,
Liberia,LBR,20200316,,H3,Contact tracing,1,
Liberia,LBR,20200317,,C1,School closing,3,1
Liberia,LBR,20200317,,C5,Close public transport,1,1
Liberia,LBR,20200321,20200407,C6,Stay at home requirements,2,0
Liberia,LBR,20200321,20200409,C7,Restrictions on internal movement,2,0
Liberia,LBR,20200322,20200411,C2,Workplace closing,2,1
Liberia,LBR,20200322,,C3,Cancel public events,2,1
Liberia,LBR,20200322,,C4,Restrictions on gatherings,4,1
Liberia,LBR,20200324,,H1,Public information campaigns,2,1
Liberia,LBR,20200408,,C6,Stay at home requirements,2,1
Liberia,LBR,20200410,20200604,C7,Restrictions on internal movement,2,1
Liberia,LBR,20200412,20200522,C2,Workplace closing,3,1
Liberia,LBR,20200523,,C2,Workplace closing,2,1
Liberia,LBR,20200604,,C8,International travel controls,4,
Liberia,LBR,20200605,,C7,Restrictions on internal movement,2,0
Libya,LBY,20200210,20200315,C8,International travel controls,2,
Libya,LBY,20200314,20200415,C2,Workplace closing,1,1
Libya,LBY,20200314,20200321,C3,Cancel public events,1,1
Libya,LBY,20200314,20200321,C4,Restrictions on gatherings,1,1
Libya,LBY,20200314,20200501,H2,Testing policy,1,
Libya,LBY,20200314,,H3,Contact tracing,1,
Libya,LBY,20200315,,H1,Public information campaigns,2,1
Libya,LBY,20200316,,C1,School closing,3,1
Libya,LBY,20200316,20200321,C5,Close public transport,1,1
Libya,LBY,20200316,20200321,C6,Stay at home requirements,1,1
Libya,LBY,20200316,20200321,C7,Restrictions on internal movement,1,1
Libya,LBY,20200316,,C8,International travel controls,4,
Libya,LBY,20200322,20200416,C3,Cancel public events,2,0
Libya,LBY,20200322,,C4,Restrictions on gatherings,4,1
Libya,LBY,20200322,20200527,C5,Close public transport,2,1
Libya,LBY,20200322,20200415,C6,Stay at home requirements,2,1
Libya,LBY,20200322,20200527,C7,Restrictions on internal movement,2,1
Libya,LBY,20200416,20200425,C2,Workplace closing,3,1
Libya,LBY,20200416,20200527,C6,Stay at home requirements,3,1
Libya,LBY,20200417,,C3,Cancel public events,2,1
Libya,LBY,20200426,20200527,C2,Workplace closing,3,0
Libya,LBY,20200502,,H2,Testing policy,2,
Libya,LBY,20200528,,C2,Workplace closing,3,1
Libya,LBY,20200528,,C5,Close public transport,1,1
Libya,LBY,20200528,,C6,Stay at home requirements,2,1
Libya,LBY,20200528,,C7,Restrictions on internal movement,2,0
Sri Lanka,LKA,20200126,20200223,C8,International travel controls,1,
Sri Lanka,LKA,20200128,20200313,H1,Public information campaigns,1,1
Sri Lanka,LKA,20200206,20200406,H2,Testing policy,1,
Sri Lanka,LKA,20200206,,H3,Contact tracing,2,
Sri Lanka,LKA,20200224,20200313,C8,International travel controls,2,
Sri Lanka,LKA,20200313,20200317,C1,School closing,2,1
Sri Lanka,LKA,20200314,,C3,Cancel public events,2,1
Sri Lanka,LKA,20200314,20200417,C4,Restrictions on gatherings,4,1
Sri Lanka,LKA,20200314,20200318,C8,International travel controls,3,
Sri Lanka,LKA,20200314,,H1,Public information campaigns,2,1
Sri Lanka,LKA,20200316,20200421,C2,Workplace closing,3,1
Sri Lanka,LKA,20200318,,C1,School closing,3,1
Sri Lanka,LKA,20200318,20200319,C6,Stay at home requirements,3,0
Sri Lanka,LKA,20200318,20200319,C7,Restrictions on internal movement,2,0
Sri Lanka,LKA,20200319,,C8,International travel controls,4,
Sri Lanka,LKA,20200320,20200419,C6,Stay at home requirements,3,1
Sri Lanka,LKA,20200320,20200521,C7,Restrictions on internal movement,2,1
Sri Lanka,LKA,20200323,20200326,C5,Close public transport,2,0
Sri Lanka,LKA,20200327,20200417,C5,Close public transport,2,1
Sri Lanka,LKA,20200407,,H2,Testing policy,2,
Sri Lanka,LKA,20200418,20200510,C4,Restrictions on gatherings,0,
Sri Lanka,LKA,20200418,20200512,C5,Close public transport,1,1
Sri Lanka,LKA,20200420,20200423,C6,Stay at home requirements,3,0
Sri Lanka,LKA,20200422,20200510,C2,Workplace closing,2,1
Sri Lanka,LKA,20200424,20200510,C6,Stay at home requirements,3,1
Sri Lanka,LKA,20200424,20200601,E2,Debt/contract relief,2,
Sri Lanka,LKA,20200511,,C2,Workplace closing,0,
Sri Lanka,LKA,20200511,20200525,C4,Restrictions on gatherings,4,1
Sri Lanka,LKA,20200511,,C6,Stay at home requirements,2,1
Sri Lanka,LKA,20200513,20200607,C5,Close public transport,2,0
Sri Lanka,LKA,20200522,20200607,C7,Restrictions on internal movement,2,0
Sri Lanka,LKA,20200526,,C4,Restrictions on gatherings,3,1
Sri Lanka,LKA,20200602,,E2,Debt/contract relief,0,
Sri Lanka,LKA,20200608,,C5,Close public transport,0,
Sri Lanka,LKA,20200608,,C7,Restrictions on internal movement,0,
Lesotho,LSO,20200304,20200318,H1,Public information campaigns,1,1
Lesotho,LSO,20200306,20200328,C8,International travel controls,2,
Lesotho,LSO,20200318,20200505,C1,School closing,3,1
Lesotho,LSO,20200318,20200328,C2,Workplace closing,2,1
Lesotho,LSO,20200318,20200505,C3,Cancel public events,2,1
Lesotho,LSO,20200318,20200505,C4,Restrictions on gatherings,4,1
Lesotho,LSO,20200318,20200505,C6,Stay at home requirements,2,1
Lesotho,LSO,20200318,20200505,C7,Restrictions on internal movement,2,1
Lesotho,LSO,20200319,,H1,Public information campaigns,2,1
Lesotho,LSO,20200323,,H2,Testing policy,1,
Lesotho,LSO,20200329,20200505,C2,Workplace closing,3,1
Lesotho,LSO,20200329,,C5,Close public transport,1,1
Lesotho,LSO,20200329,,C8,International travel controls,4,
Lesotho,LSO,20200420,,E2,Debt/contract relief,2,
Lesotho,LSO,20200506,,C1,School closing,2,1
Lesotho,LSO,20200506,,C2,Workplace closing,1,1
Lesotho,LSO,20200506,,C3,Cancel public events,1,1
Lesotho,LSO,20200506,,C4,Restrictions on gatherings,3,1
Lesotho,LSO,20200506,,C6,Stay at home requirements,1,1
Lesotho,LSO,20200506,,C7,Restrictions on internal movement,1,1
Lesotho,LSO,20200510,,H3,Contact tracing,1,
Lithuania,LTU,20200129,20200329,H2,Testing policy,1,
Lithuania,LTU,20200226,20200227,H1,Public information campaigns,1,1
Lithuania,LTU,20200228,,H1,Public information campaigns,2,1
Lithuania,LTU,20200312,20200531,C3,Cancel public events,2,1
Lithuania,LTU,20200312,20200315,C4,Restrictions on gatherings,3,1
Lithuania,LTU,20200313,20200517,C1,School closing,3,1
Lithuania,LTU,20200313,20200315,C8,International travel controls,2,
Lithuania,LTU,20200316,20200426,C2,Workplace closing,3,1
Lithuania,LTU,20200316,20200531,C4,Restrictions on gatherings,4,1
Lithuania,LTU,20200316,,C5,Close public transport,1,1
Lithuania,LTU,20200316,,C6,Stay at home requirements,1,1
Lithuania,LTU,20200316,20200409,C7,Restrictions on internal movement,1,1
Lithuania,LTU,20200316,20200510,C8,International travel controls,4,
Lithuania,LTU,20200317,,E2,Debt/contract relief,1,
Lithuania,LTU,20200330,,H2,Testing policy,2,
Lithuania,LTU,20200407,,E1,Income support,2,1
Lithuania,LTU,20200407,,H3,Contact tracing,2,
Lithuania,LTU,20200410,20200413,C7,Restrictions on internal movement,2,1
Lithuania,LTU,20200414,,C7,Restrictions on internal movement,1,1
Lithuania,LTU,20200427,,C2,Workplace closing,2,1
Lithuania,LTU,20200511,,C8,International travel controls,3,
Lithuania,LTU,20200518,,C1,School closing,2,1
Lithuania,LTU,20200601,,C3,Cancel public events,1,1
Lithuania,LTU,20200601,,C4,Restrictions on gatherings,2,1
Luxembourg,LUX,20200301,20200311,H2,Testing policy,2,
Luxembourg,LUX,20200301,,H3,Contact tracing,2,
Luxembourg,LUX,20200305,,H1,Public information campaigns,2,1
Luxembourg,LUX,20200309,20200312,C3,Cancel public events,1,1
Luxembourg,LUX,20200309,20200312,C4,Restrictions on gatherings,2,1
Luxembourg,LUX,20200312,20200315,C2,Workplace closing,1,1
Luxembourg,LUX,20200312,,C5,Close public transport,1,1
Luxembourg,LUX,20200312,20200510,H2,Testing policy,1,
Luxembourg,LUX,20200313,20200524,C3,Cancel public events,2,1
Luxembourg,LUX,20200313,20200510,C4,Restrictions on gatherings,4,1
Luxembourg,LUX,20200315,20200419,C7,Restrictions on internal movement,2,1
Luxembourg,LUX,20200316,20200510,C1,School closing,3,1
Luxembourg,LUX,20200316,20200510,C2,Workplace closing,3,1
Luxembourg,LUX,20200317,20200419,C6,Stay at home requirements,2,1
Luxembourg,LUX,20200317,,E1,Income support,2,1
Luxembourg,LUX,20200317,,E2,Debt/contract relief,2,
Luxembourg,LUX,20200420,,C6,Stay at home requirements,1,1
Luxembourg,LUX,20200420,,C7,Restrictions on internal movement,1,1
Luxembourg,LUX,20200511,20200524,C1,School closing,2,1
Luxembourg,LUX,20200511,,C2,Workplace closing,1,1
Luxembourg,LUX,20200511,,C4,Restrictions on gatherings,3,1
Luxembourg,LUX,20200511,,H2,Testing policy,3,
Luxembourg,LUX,20200525,,C1,School closing,0,
Luxembourg,LUX,20200525,,C3,Cancel public events,1,1
Macao,MAC,20200106,20200216,C8,International travel controls,1,
Macao,MAC,20200112,,H2,Testing policy,1,
Macao,MAC,20200122,,H3,Contact tracing,2,
Macao,MAC,20200123,,C3,Cancel public events,2,1
Macao,MAC,20200124,20200129,C1,School closing,1,1
Macao,MAC,20200130,20200503,C1,School closing,3,1
Macao,MAC,20200203,20200219,C2,Workplace closing,2,1
Macao,MAC,20200213,20200407,E1,Income support,1,1
Macao,MAC,20200213,,E2,Debt/contract relief,2,
Macao,MAC,20200217,20200317,C8,International travel controls,2,
Macao,MAC,20200220,,C2,Workplace closing,0,
Macao,MAC,20200318,20200409,C8,International travel controls,3,
Macao,MAC,20200408,,E1,Income support,1,0
Macao,MAC,20200410,20200510,C8,International travel controls,4,
Macao,MAC,20200504,,C1,School closing,2,1
Macao,MAC,20200511,,C8,International travel controls,3,
Morocco,MAR,20200302,20200610,H2,Testing policy,2,
Morocco,MAR,20200304,20200312,H1,Public information campaigns,1,1
Morocco,MAR,20200313,20200319,C7,Restrictions on internal movement,2,0
Morocco,MAR,20200313,20200319,C8,International travel controls,3,
Morocco,MAR,20200313,20200324,H1,Public information campaigns,2,0
Morocco,MAR,20200314,,C3,Cancel public events,2,1
Morocco,MAR,20200314,,C4,Restrictions on gatherings,3,1
Morocco,MAR,20200316,,C1,School closing,3,1
Morocco,MAR,20200320,20200610,C2,Workplace closing,3,1
Morocco,MAR,20200320,20200610,C5,Close public transport,2,1
Morocco,MAR,20200320,20200610,C6,Stay at home requirements,2,1
Morocco,MAR,20200320,,C7,Restrictions on internal movement,2,1
Morocco,MAR,20200320,,C8,International travel controls,4,
Morocco,MAR,20200323,,E1,Income support,1,1
Morocco,MAR,20200325,,H1,Public information campaigns,2,1
Morocco,MAR,20200403,20200414,E2,Debt/contract relief,1,
Morocco,MAR,20200415,,E2,Debt/contract relief,2,
Morocco,MAR,20200601,,H3,Contact tracing,1,
Morocco,MAR,20200611,,C2,Workplace closing,2,1
Morocco,MAR,20200611,,C5,Close public transport,0,
Morocco,MAR,20200611,,C6,Stay at home requirements,2,0
Morocco,MAR,20200611,,H2,Testing policy,3,
Moldova,MDA,20200124,,H1,Public information campaigns,1,1
Moldova,MDA,20200226,20200307,C8,International travel controls,1,
Moldova,MDA,20200308,20200309,C8,International travel controls,2,
Moldova,MDA,20200309,20200429,H3,Contact tracing,1,
Moldova,MDA,20200310,,C3,Cancel public events,2,1
Moldova,MDA,20200310,20200320,C4,Restrictions on gatherings,3,1
Moldova,MDA,20200310,20200316,C8,International travel controls,3,
Moldova,MDA,20200311,,C1,School closing,3,1
Moldova,MDA,20200311,,C2,Workplace closing,2,1
Moldova,MDA,20200311,20200429,H2,Testing policy,1,
Moldova,MDA,20200317,,C8,International travel controls,4,
Moldova,MDA,20200321,,C4,Restrictions on gatherings,4,1
Moldova,MDA,20200323,20200323,C5,Close public transport,2,0
Moldova,MDA,20200324,,C5,Close public transport,2,1
Moldova,MDA,20200324,20200515,C6,Stay at home requirements,2,1
Moldova,MDA,20200324,20200417,C7,Restrictions on internal movement,2,1
Moldova,MDA,20200403,,E1,Income support,1,0
Moldova,MDA,20200403,,E2,Debt/contract relief,1,
Moldova,MDA,20200418,,C7,Restrictions on internal movement,2,0
Moldova,MDA,20200430,,H2,Testing policy,2,
Moldova,MDA,20200430,,H3,Contact tracing,2,
Moldova,MDA,20200516,,C6,Stay at home requirements,1,1
Madagascar,MDG,20200315,20200319,C8,International travel controls,3,
Madagascar,MDG,20200318,,H1,Public information campaigns,2,1
Madagascar,MDG,20200320,,C8,International travel controls,4,
Madagascar,MDG,20200321,20200421,C1,School closing,3,1
Madagascar,MDG,20200321,20200404,C2,Workplace closing,2,1
Madagascar,MDG,20200321,20200511,C3,Cancel public events,2,1
Madagascar,MDG,20200321,,C4,Restrictions on gatherings,3,1
Madagascar,MDG,20200321,20200419,C5,Close public transport,2,1
Madagascar,MDG,20200321,20200426,C7,Restrictions on internal movement,2,1
Madagascar,MDG,20200322,,H2,Testing policy,1,
Madagascar,MDG,20200322,,H3,Contact tracing,1,
Madagascar,MDG,20200323,20200419,C6,Stay at home requirements,3,0
Madagascar,MDG,20200405,20200419,C2,Workplace closing,3,1
Madagascar,MDG,20200420,20200511,C2,Workplace closing,1,0
Madagascar,MDG,20200420,,C5,Close public transport,1,0
Madagascar,MDG,20200420,20200511,C6,Stay at home requirements,1,1
Madagascar,MDG,20200422,20200511,C1,School closing,0,
Madagascar,MDG,20200427,,C7,Restrictions on internal movement,2,0
Madagascar,MDG,20200428,,E1,Income support,1,1
Madagascar,MDG,20200512,,C1,School closing,1,0
Madagascar,MDG,20200512,,C2,Workplace closing,2,0
Madagascar,MDG,20200512,,C3,Cancel public events,2,0
Madagascar,MDG,20200512,,C6,Stay at home requirements,2,0
Mexico,MEX,20200228,20200320,C8,International travel controls,1,
Mexico,MEX,20200228,,H3,Contact tracing,1,
Mexico,MEX,20200321,,C8,International travel controls,3,
Mexico,MEX,20200323,,C1,School closing,3,1
Mexico,MEX,20200324,,C3,Cancel public events,2,1
Mexico,MEX,20200324,20200329,C4,Restrictions on gatherings,2,1
Mexico,MEX,20200324,20200329,C7,Restrictions on internal movement,1,1
Mexico,MEX,20200324,,H1,Public information campaigns,2,1
Mexico,MEX,20200326,20200531,C2,Workplace closing,3,1
Mexico,MEX,20200330,20200531,C4,Restrictions on gatherings,3,1
Mexico,MEX,20200330,,C5,Close public transport,1,0
Mexico,MEX,20200330,20200531,C6,Stay at home requirements,2,1
Mexico,MEX,20200330,20200531,C7,Restrictions on internal movement,2,1
Mexico,MEX,20200406,,H2,Testing policy,1,
Mexico,MEX,20200601,,C2,Workplace closing,2,1
Mexico,MEX,20200601,,C4,Restrictions on gatherings,3,0
Mexico,MEX,20200601,,C6,Stay at home requirements,2,0
Mexico,MEX,20200601,,C7,Restrictions on internal movement,2,0
Mali,MLI,20200318,,H1,Public information campaigns,2,1
Mali,MLI,20200319,20200601,C1,School closing,3,1
Mali,MLI,20200325,20200509,C2,Workplace closing,2,1
Mali,MLI,20200325,,C3,Cancel public events,2,1
Mali,MLI,20200325,,C4,Restrictions on gatherings,3,1
Mali,MLI,20200325,20200509,C6,Stay at home requirements,1,1
Mali,MLI,20200325,20200430,C7,Restrictions on internal movement,2,1
Mali,MLI,20200325,20200430,C8,International travel controls,3,
Mali,MLI,20200401,,E1,Income support,1,1
Mali,MLI,20200401,,E2,Debt/contract relief,1,
Mali,MLI,20200414,,H3,Contact tracing,2,
Mali,MLI,20200501,20200509,C7,Restrictions on internal movement,1,1
Mali,MLI,20200501,,C8,International travel controls,4,
Mali,MLI,20200501,,H2,Testing policy,1,
Mali,MLI,20200510,,C2,Workplace closing,1,1
Mali,MLI,20200510,,C6,Stay at home requirements,0,
Mali,MLI,20200510,,C7,Restrictions on internal movement,0,
Mali,MLI,20200602,,C1,School closing,2,1
Myanmar,MMR,20200201,20200314,C8,International travel controls,1,
Myanmar,MMR,20200309,,H1,Public information campaigns,2,1
Myanmar,MMR,20200313,,C3,Cancel public events,2,1
Myanmar,MMR,20200313,20200416,C4,Restrictions on gatherings,3,1
Myanmar,MMR,20200315,20200329,C8,International travel controls,2,
Myanmar,MMR,20200316,20200323,C1,School closing,2,1
Myanmar,MMR,20200320,,H2,Testing policy,2,
Myanmar,MMR,20200324,,C1,School closing,3,1
Myanmar,MMR,20200324,,H3,Contact tracing,1,
Myanmar,MMR,20200326,20200409,C2,Workplace closing,2,1
Myanmar,MMR,20200330,,C8,International travel controls,3,
Myanmar,MMR,20200401,,C7,Restrictions on internal movement,2,0
Myanmar,MMR,20200404,20200413,C6,Stay at home requirements,1,1
Myanmar,MMR,20200407,,C5,Close public transport,2,0
Myanmar,MMR,20200410,20200411,C2,Workplace closing,3,0
Myanmar,MMR,20200412,20200502,C2,Workplace closing,3,1
Myanmar,MMR,20200414,,C6,Stay at home requirements,2,0
Myanmar,MMR,20200417,,C4,Restrictions on gatherings,4,1
Myanmar,MMR,20200428,20200515,E1,Income support,1,0
Myanmar,MMR,20200503,20200513,C2,Workplace closing,3,0
Myanmar,MMR,20200514,,C2,Workplace closing,2,0
Myanmar,MMR,20200516,,E1,Income support,0,
Mongolia,MNG,20200127,,C1,School closing,3,1
Mongolia,MNG,20200127,20200504,C2,Workplace closing,2,1
Mongolia,MNG,20200127,,C3,Cancel public events,2,1
Mongolia,MNG,20200127,20200323,C8,International travel controls,3,
Mongolia,MNG,20200221,20200302,C5,Close public transport,2,0
Mongolia,MNG,20200221,20200316,C7,Restrictions on internal movement,2,0
Mongolia,MNG,20200303,20200404,C5,Close public transport,0,
Mongolia,MNG,20200310,,H2,Testing policy,1,
Mongolia,MNG,20200310,,H3,Contact tracing,2,
Mongolia,MNG,20200317,20200504,C7,Restrictions on internal movement,0,
Mongolia,MNG,20200323,,C4,Restrictions on gatherings,4,1
Mongolia,MNG,20200324,,C8,International travel controls,4,
Mongolia,MNG,20200405,20200504,C5,Close public transport,1,0
Mongolia,MNG,20200413,,E2,Debt/contract relief,2,
Mongolia,MNG,20200505,20200507,C2,Workplace closing,3,0
Mongolia,MNG,20200505,20200507,C5,Close public transport,2,0
Mongolia,MNG,20200505,20200507,C6,Stay at home requirements,3,0
Mongolia,MNG,20200505,20200507,C7,Restrictions on internal movement,2,0
Mongolia,MNG,20200508,,C2,Workplace closing,2,1
Mongolia,MNG,20200508,20200508,C5,Close public transport,1,0
Mongolia,MNG,20200508,,C6,Stay at home requirements,0,
Mongolia,MNG,20200508,,C7,Restrictions on internal movement,0,
Mongolia,MNG,20200509,,C5,Close public transport,0,
Mozambique,MOZ,20200211,20200319,C8,International travel controls,1,
Mozambique,MOZ,20200211,20200321,H1,Public information campaigns,1,1
Mozambique,MOZ,20200319,20200322,C3,Cancel public events,1,1
Mozambique,MOZ,20200320,20200528,C8,International travel controls,2,
Mozambique,MOZ,20200320,,H2,Testing policy,1,
Mozambique,MOZ,20200322,,H1,Public information campaigns,2,1
Mozambique,MOZ,20200322,,H3,Contact tracing,2,
Mozambique,MOZ,20200323,,C1,School closing,3,1
Mozambique,MOZ,20200323,,C3,Cancel public events,2,1
Mozambique,MOZ,20200323,,C4,Restrictions on gatherings,3,1
Mozambique,MOZ,20200401,,C5,Close public transport,1,1
Mozambique,MOZ,20200401,,C6,Stay at home requirements,1,1
Mozambique,MOZ,20200529,,C8,International travel controls,4,
